Time,Instantaneous Velocity
0.0,0.0
0.03333333333333333,0.21825104870538872
0.06666666666666667,0.2372430165608724
0.1,0.13589707215627034
0.13333333333333333,0.2394702434539795
0.16666666666666666,0.08635772429128229
0.2,0.1457053743412097
0.23333333333333334,0.046107802289024245
0.26666666666666666,0.03122851396043514
0.3,0.06668230082367822
0.3333333333333333,0.13410714517695965
0.36666666666666664,0.12991986671116335
0.4,0.16145433106019713
0.43333333333333335,0.1537439815433382
0.4666666666666667,0.08709050412183626
0.5,0.08277463906014247
0.5333333333333333,0.22036497171221325
0.5666666666666667,0.13971847949110222
0.6,0.0936136245727539
0.6333333333333333,0.16079588731129965
0.6666666666666666,0.24485188013785755
0.7,0.398339636127154
0.7333333333333333,0.244196850558122
0.7666666666666667,0.4590520771837801
0.8,0.06668449292439313
0.8333333333333334,0.40172882964364454
0.8666666666666667,0.2798973859108202
0.9,0.33455419302069117
0.9333333333333333,0.23157083840206166
0.9666666666666667,0.22891388736741317
1.0,0.1748164387926922
1.0333333333333334,0.4226888312243127
1.0666666666666667,0.08204470814099474
1.1,0.04728505214055379
1.1333333333333333,0.0431056412466118
1.1666666666666667,0.007915615822393985
1.2,0.10030303796132406
1.2333333333333334,0.02091849064343948
1.2666666666666666,0.0818235874492037
1.3,0.14080731600562582
1.3333333333333333,0.08980569044748941
1.3666666666666667,0.10060475667317709
1.4,0.1494127944111824
1.4333333333333333,0.2836168031075006
1.4666666666666666,0.14137100478013356
1.5,0.1952134302315616
1.5333333333333334,0.31062003678176114
1.5666666666666667,0.12260953939245316
1.6,0.05416624813579333
1.6333333333333333,0.0
1.6666666666666667,0.0
1.7,0.14374897255396124
1.7333333333333334,0.11348730325698853
1.7666666666666666,0.19936583836873373
1.8,0.42471712890214885
1.8333333333333333,0.1562854327323913
1.8666666666666667,0.2073167303607025
1.9,0.08859574775056456
1.9333333333333333,0.022250187397003175
1.9666666666666666,0.12052737325219574
2.0,0.17614417870839436
2.033333333333333,0.21308587935146264
2.066666666666667,0.20150502286114677
2.1,0.022396369391595717
2.1333333333333333,0.048098055521647136
2.1666666666666665,0.09430170197569862
2.2,0.04133820054510104
2.2333333333333334,0.16403019428253174
2.2666666666666666,0.1218852322119546
2.3,0.015858608402614473
2.3333333333333335,0.04238737911254251
2.3666666666666667,0.08301613926887512
2.4,0.0637141802406903
2.433333333333333,0.04010984894165119
2.466666666666667,0.0
2.5,0.03120203464062145
2.533333333333333,0.004452353024198663
2.566666666666667,0.011788900693257649
2.6,0.02419277826944987
2.6333333333333333,0.013548977354986258
2.6666666666666665,0.004515878359476725
2.7,0.0645953893661499
2.7333333333333334,0.02966576019922892
2.7666666666666666,0.021160999933878582
2.8,0.01228635311126709
2.8333333333333335,0.10969406366348267
2.8666666666666667,0.031733387496870755
2.9,0.01428847312927246
2.933333333333333,0.017531665166219075
2.966666666666667,0.030978540579477947
3.0,0.14986772472617954
3.033333333333333,0.023691987991333006
3.066666666666667,0.06123123871336607
3.1,0.037732241169761344
3.1333333333333333,0.09373744284111742
3.1666666666666665,0.5138117102628896
3.2,0.41490310530339775
3.2333333333333334,0.3224182820750046
3.2666666666666666,0.29989066102440975
3.3,0.08447876276888026
3.3333333333333335,0.16003000327412792
3.3666666666666667,0.0918171171707339
3.4,0.1820861996464377
3.433333333333333,0.10370501279830932
3.466666666666667,0.21415290037790935
3.5,0.19497564880113677
3.533333333333333,0.13174396069055697
3.566666666666667,0.18907152811686198
3.6,0.1106324036916097
3.6333333333333333,0.0794430653254191
3.6666666666666665,0.06942968208044563
3.7,0.01886407534281413
3.7333333333333334,0.0620668888092041
3.7666666666666666,0.14480462590810017
3.8,0.3760590418031698
3.8333333333333335,0.08408740734527125
3.8666666666666667,0.10425371625366052
3.9,0.15756514072418212
3.933333333333333,0.05328204562088077
3.966666666666667,0.060584306716918945
4.0,0.13067482944329623
4.033333333333333,0.09526795147206692
4.066666666666666,0.06436569460791719
4.1,0.013861981776706377
4.133333333333334,0.1453949189205776
4.166666666666667,0.4242467737435415
4.2,0.28162517467105685
4.233333333333333,0.15372523628129184
4.266666666666667,0.21867520823080316
4.3,0.14570317214826067
4.333333333333333,0.08130973167048697
4.366666666666666,0.1498684747478767
4.4,0.20827816634882101
4.433333333333334,0.14555229913483847
4.466666666666667,0.24239338488618
4.5,0.10665174622669533
4.533333333333333,0.28616409531733017
4.566666666666666,0.27413841918056137
4.6,0.4284703972428906
4.633333333333334,0.5525993049144745
4.666666666666667,0.6049581468105316
4.7,0.41568212411179045
4.733333333333333,0.5724380546916582
4.766666666666667,0.3960244388641083
4.8,0.5055063197986353
4.833333333333333,0.5953241427739461
4.866666666666666,0.5775187253952027
4.9,0.8442837467618337
4.933333333333334,0.7274022613634069
4.966666666666667,0.8513320128122965
5.0,0.9389520049095154
5.033333333333333,0.6083361436506223
5.066666666666666,0.1690370559692383
5.1,0.0749161163965861
5.133333333333334,50.09113688787233
5.166666666666667,0.018594955824120234
5.2,0.0009785294532775879
5.233333333333333,0.0023468694541808766
5.266666666666667,0.005171501636505127
5.3,0.009048883120218914
5.333333333333333,0.003056662804679482
5.366666666666666,0.00047321716944376626
5.4,0.0009690523147583008
5.433333333333334,0.006373126365217454
5.466666666666667,0.006305419403940944
5.5,0.00023732582728068033
5.533333333333333,0.0019772132237752277
5.566666666666666,0.004495575179875183
5.6,0.0
5.633333333333334,0.015680715460885078
5.666666666666667,0.012945630269718922
5.7,0.0026106834411621094
5.733333333333333,0.002943787003786415
5.766666666666667,0.012623794873555501
5.8,0.0013602256774902343
5.833333333333333,0.023612594725213088
5.866666666666666,49.79587864754921
5.9,0.41534754095370324
5.933333333333334,0.0
5.966666666666667,0.08775927821795146
6.0,0.1841973384937986
6.033333333333333,0.1343416067952896
6.066666666666666,0.02793775498867035
6.1,0.09434739549954732
6.133333333333334,0.07134968296361117
6.166666666666667,0.11135211269911756
6.2,0.16225000970745845
6.233333333333333,0.1831919260091864
6.266666666666667,0.1358216921488444
6.3,0.1865751468954928
6.333333333333333,0.10415821351824008
6.366666666666666,0.09841469128926596
6.4,4.8216183980305986e-05
6.433333333333334,0.179529427795223
6.466666666666667,0.04036290645599365
6.5,0.0
6.533333333333333,0.05116609632968903
6.566666666666666,0.05696681608134092
6.6,0.11101032349793707
6.633333333333334,0.03029959201812744
6.666666666666667,0.02045727205480273
6.7,0.030139473829248753
6.733333333333333,0.1409571091334025
6.766666666666667,0.022253255126332482
6.8,0.0
6.833333333333333,0.039715178807576496
6.866666666666666,0.026489905516306558
6.9,0.02765671824529707
6.933333333333334,0.05650499711434046
6.966666666666667,0.050611609170537905
7.0,0.0025101854155460995
7.033333333333333,0.03342372135498874
7.066666666666666,0.0
7.1,0.020499916871388753
7.133333333333334,0.020499916871388753
7.166666666666667,0.01762288808822632
7.2,0.07358168907497653
7.233333333333333,0.035377139158417864
7.266666666666667,0.021527060601284006
7.3,0.011259276542070883
7.333333333333333,0.0007835239171981812
7.366666666666666,0.011609020173949497
7.4,0.015938961505889894
7.433333333333334,0.01141582578420639
7.466666666666667,0.04350279668966929
7.5,0.01693741247211533
7.533333333333333,0.0
7.566666666666666,0.001950554052988688
7.6,0.08218928972880045
7.633333333333334,0.02287706931432088
7.666666666666667,0.02382537970940272
7.7,0.059223564968374616
7.733333333333333,0.11792652010917663
7.766666666666667,0.0314133365948995
7.8,0.0
7.833333333333333,0.0
7.866666666666666,0.039528091748555504
7.9,0.011707798077631087
7.933333333333334,0.034943432397838634
7.966666666666667,0.07953258760583541
8.0,0.09149541061771613
8.033333333333333,0.004727363586425781
8.066666666666666,0.026399886607229018
8.1,0.042646798109556586
8.133333333333333,0.005626809597015381
8.166666666666666,0.04234198729197184
8.2,0.048830699920654294
8.233333333333333,0.16596818765004476
8.266666666666667,0.01543284257253011
8.3,0.027435313006966975
8.333333333333334,0.04812336040467866
8.366666666666667,0.01672791577357831
8.4,0.12508135040601095
8.433333333333334,0.27293257423010026
8.466666666666667,0.07631444025843206
8.5,0.20976119405267973
8.533333333333333,0.06780305201726788
8.566666666666666,0.043438384778214274
8.6,0.0682439606150276
8.633333333333333,0.07246929937041244
8.666666666666666,0.07768378655115764
8.7,0.0
8.733333333333333,0.04700731833775838
8.766666666666667,0.031709668526533855
8.8,0.01906718274702613
8.833333333333334,0.10033331831687707
8.866666666666667,0.06736900079437468
8.9,0.034381308530767755
8.933333333333334,0.042949579579382384
8.966666666666667,0.053742784194309376
9.0,0.02642221450805664
9.033333333333333,0.0037992715835571287
9.066666666666666,0.0
9.1,0.010589939765468964
9.133333333333333,0.0
9.166666666666666,0.0
9.2,0.04263026714324951
9.233333333333333,0.007902916272481282
9.266666666666667,0.0
9.3,0.0602856466120997
9.333333333333334,0.00838472048441569
9.366666666666667,0.031169470151265463
9.4,0.0
9.433333333333334,0.02497000568700884
9.466666666666667,0.02615196704864502
9.5,0.02495722761492442
9.533333333333333,0.002110809087753296
9.566666666666666,0.05269211811571312
9.6,0.0
9.633333333333333,0.05149156009050907
9.666666666666666,0.0016171058019002278
9.7,0.04061654753652232
9.733333333333333,0.0014359315236409506
9.766666666666667,0.002454976240793864
9.8,0.034893378911792734
9.833333333333334,0.015956799189249676
9.866666666666667,0.00028763612111409507
9.9,0.06140893041853709
9.933333333333334,0.044255668790572925
9.966666666666667,0.0
10.0,0.0
10.033333333333333,0.043947138709959234
10.066666666666666,0.019134898951763582
10.1,0.08225603521309442
10.133333333333333,0.03121731430998587
10.166666666666666,0.029067865400123634
10.2,0.004016192754109701
10.233333333333333,0.0489814559618632
10.266666666666667,0.08344209105621682
10.3,0.048248449027575004
10.333333333333334,0.046854457192702176
10.366666666666667,0.03539843168158062
10.4,0.05152158343911276
10.433333333333334,0.0
10.466666666666667,0.019114372625084922
10.5,0.08705169725402385
10.533333333333333,0.03573399097525039
10.566666666666666,0.12283506838812634
10.6,0.025333094270904088
10.633333333333333,0.07824396848387015
10.666666666666666,0.06693358421325683
10.7,0.13301268070936204
10.733333333333333,0.21064249639885319
10.766666666666667,0.0466414997641614
10.8,0.012088131697618047
10.833333333333334,0.09363386427444792
10.866666666666667,0.09679621630451016
10.9,0.0
10.933333333333334,0.030657480160395306
10.966666666666667,0.20470667642590704
11.0,0.08190711492604949
11.033333333333333,0.022297886276575626
11.066666666666666,0.13075177049248304
11.1,0.12381578120141483
11.133333333333333,0.014706055323282877
11.166666666666666,0.0539317786693573
11.2,0.07244550520161318
11.233333333333333,0.08641188595355366
11.266666666666667,0.03923484873228251
11.3,0.0424168864885966
11.333333333333334,0.08963119629609277
11.366666666666667,0.01571822166442871
11.4,0.01694788138071696
11.433333333333334,0.07840908567110698
11.466666666666667,0.03230699127878452
11.5,0.08688813266432642
11.533333333333333,0.04747398694356283
11.566666666666666,0.04283989275562342
11.6,0.044195503292408136
11.633333333333333,0.0
11.666666666666666,0.01878673235575358
11.7,0.0597448190053304
11.733333333333333,0.465440780326878
11.766666666666667,0.4039536147669847
11.8,0.43667690886507227
11.833333333333334,0.3219594539799884
